card_name,grader,grade,snapshot_date,population
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_10,2026-01-26,47
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_9,2026-01-26,232
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_7,2026-01-26,566
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_4,2026-01-26,362
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_2,2026-01-26,370
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_10,2026-02-25,48
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_9,2026-02-25,233
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_7,2026-02-25,569
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_4,2026-02-25,364
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_2,2026-02-25,372
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_10,2026-03-27,48
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_9,2026-03-27,234
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_7,2026-03-27,572
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_4,2026-03-27,366
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_2,2026-03-27,373
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_10,2026-04-26,48
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_9,2026-04-26,236
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_7,2026-04-26,575
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_4,2026-04-26,368
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_2,2026-04-26,375
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_10,2026-05-26,48
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_9,2026-05-26,237
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_7,2026-05-26,578
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_4,2026-05-26,369
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_2,2026-05-26,377
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_10,2026-06-25,49
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_9,2026-06-25,238
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_7,2026-06-25,581
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_4,2026-06-25,371
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_2,2026-06-25,379
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_10,2026-07-25,49
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_9,2026-07-25,239
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_7,2026-07-25,584
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_4,2026-07-25,373
Dragon Ball Carddass Hondan Part 3 No.100 Frieza (Prism),psa,psa_2,2026-07-25,381
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-05-31,50
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-05-31,253
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-05-31,541
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-05-31,389
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-05-31,440
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-06-30,51
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-06-30,255
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-06-30,545
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-06-30,392
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-06-30,443
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-07-30,51
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-07-30,256
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-07-30,549
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-07-30,394
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-07-30,446
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-08-29,51
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-08-29,258
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-08-29,553
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-08-29,397
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-08-29,449
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-09-28,52
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-09-28,260
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-09-28,556
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-09-28,400
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-09-28,452
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-10-28,52
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-10-28,262
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-10-28,560
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-10-28,403
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-10-28,456
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-11-27,52
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-11-27,264
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-11-27,564
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-11-27,406
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-11-27,459
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2025-12-27,53
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2025-12-27,266
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2025-12-27,568
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2025-12-27,408
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2025-12-27,462
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2026-01-26,53
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2026-01-26,267
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2026-01-26,572
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2026-01-26,411
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2026-01-26,465
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2026-02-25,53
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2026-02-25,269
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2026-02-25,576
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2026-02-25,414
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2026-02-25,468
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2026-03-27,54
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2026-03-27,271
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2026-03-27,580
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2026-03-27,417
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2026-03-27,472
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2026-04-26,54
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2026-04-26,273
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2026-04-26,584
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2026-04-26,420
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2026-04-26,475
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2026-05-26,55
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2026-05-26,275
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2026-05-26,588
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2026-05-26,423
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2026-05-26,478
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2026-06-25,57
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2026-06-25,289
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2026-06-25,618
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2026-06-25,444
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2026-06-25,502
Pikachu CoroCoro Comic Promo #025,psa,psa_10,2026-07-25,60
Pikachu CoroCoro Comic Promo #025,psa,psa_9,2026-07-25,303
Pikachu CoroCoro Comic Promo #025,psa,psa_7,2026-07-25,649
Pikachu CoroCoro Comic Promo #025,psa,psa_4,2026-07-25,466
Pikachu CoroCoro Comic Promo #025,psa,psa_2,2026-07-25,527
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-05-31,49
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-05-31,252
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-05-31,428
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-05-31,454
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-05-31,433
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-06-30,50
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-06-30,254
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-06-30,431
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-06-30,458
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-06-30,436
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-07-30,50
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-07-30,256
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-07-30,435
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-07-30,461
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-07-30,440
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-08-29,50
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-08-29,258
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-08-29,438
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-08-29,465
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-08-29,443
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-09-28,51
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-09-28,260
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-09-28,442
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-09-28,469
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-09-28,447
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-10-28,51
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-10-28,263
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-10-28,445
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-10-28,472
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-10-28,451
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-11-27,52
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-11-27,265
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-11-27,449
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-11-27,476
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-11-27,454
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2025-12-27,52
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2025-12-27,267
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2025-12-27,452
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2025-12-27,480
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2025-12-27,458
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2026-01-26,52
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2026-01-26,269
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2026-01-26,456
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2026-01-26,484
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2026-01-26,461
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2026-02-25,53
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2026-02-25,271
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2026-02-25,460
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2026-02-25,488
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2026-02-25,465
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2026-03-27,53
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2026-03-27,273
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2026-03-27,463
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2026-03-27,492
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2026-03-27,469
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2026-04-26,54
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2026-04-26,275
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2026-04-26,467
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2026-04-26,496
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2026-04-26,473
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2026-05-26,54
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2026-05-26,278
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2026-05-26,471
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2026-05-26,499
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2026-05-26,476
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2026-06-25,55
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2026-06-25,280
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2026-06-25,474
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2026-06-25,503
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2026-06-25,480
Jigglypuff CoroCoro Comic Promo #039,psa,psa_10,2026-07-25,55
Jigglypuff CoroCoro Comic Promo #039,psa,psa_9,2026-07-25,282
Jigglypuff CoroCoro Comic Promo #039,psa,psa_7,2026-07-25,478
Jigglypuff CoroCoro Comic Promo #039,psa,psa_4,2026-07-25,507
Jigglypuff CoroCoro Comic Promo #039,psa,psa_2,2026-07-25,484
Charizard Topsun (Blue Back),psa,psa_10,2025-05-31,52
Charizard Topsun (Blue Back),psa,psa_9,2025-05-31,235
Charizard Topsun (Blue Back),psa,psa_7,2025-05-31,544
Charizard Topsun (Blue Back),psa,psa_4,2025-05-31,308
Charizard Topsun (Blue Back),psa,psa_2,2025-05-31,429
Charizard Topsun (Blue Back),psa,psa_10,2025-06-30,52
Charizard Topsun (Blue Back),psa,psa_9,2025-06-30,236
Charizard Topsun (Blue Back),psa,psa_7,2025-06-30,547
Charizard Topsun (Blue Back),psa,psa_4,2025-06-30,310
Charizard Topsun (Blue Back),psa,psa_2,2025-06-30,432
Charizard Topsun (Blue Back),psa,psa_10,2025-07-30,53
Charizard Topsun (Blue Back),psa,psa_9,2025-07-30,237
Charizard Topsun (Blue Back),psa,psa_7,2025-07-30,550
Charizard Topsun (Blue Back),psa,psa_4,2025-07-30,312
Charizard Topsun (Blue Back),psa,psa_2,2025-07-30,434
Charizard Topsun (Blue Back),psa,psa_10,2025-08-29,53
Charizard Topsun (Blue Back),psa,psa_9,2025-08-29,239
Charizard Topsun (Blue Back),psa,psa_7,2025-08-29,554
Charizard Topsun (Blue Back),psa,psa_4,2025-08-29,314
Charizard Topsun (Blue Back),psa,psa_2,2025-08-29,437
Charizard Topsun (Blue Back),psa,psa_10,2025-09-28,53
Charizard Topsun (Blue Back),psa,psa_9,2025-09-28,240
Charizard Topsun (Blue Back),psa,psa_7,2025-09-28,557
Charizard Topsun (Blue Back),psa,psa_4,2025-09-28,316
Charizard Topsun (Blue Back),psa,psa_2,2025-09-28,440
Charizard Topsun (Blue Back),psa,psa_10,2025-10-28,54
Charizard Topsun (Blue Back),psa,psa_9,2025-10-28,242
Charizard Topsun (Blue Back),psa,psa_7,2025-10-28,560
Charizard Topsun (Blue Back),psa,psa_4,2025-10-28,318
Charizard Topsun (Blue Back),psa,psa_2,2025-10-28,442
Charizard Topsun (Blue Back),psa,psa_10,2025-11-27,54
Charizard Topsun (Blue Back),psa,psa_9,2025-11-27,243
Charizard Topsun (Blue Back),psa,psa_7,2025-11-27,564
Charizard Topsun (Blue Back),psa,psa_4,2025-11-27,320
Charizard Topsun (Blue Back),psa,psa_2,2025-11-27,445
Charizard Topsun (Blue Back),psa,psa_10,2025-12-27,54
Charizard Topsun (Blue Back),psa,psa_9,2025-12-27,245
Charizard Topsun (Blue Back),psa,psa_7,2025-12-27,567
Charizard Topsun (Blue Back),psa,psa_4,2025-12-27,321
Charizard Topsun (Blue Back),psa,psa_2,2025-12-27,448
Charizard Topsun (Blue Back),psa,psa_10,2026-01-26,55
Charizard Topsun (Blue Back),psa,psa_9,2026-01-26,246
Charizard Topsun (Blue Back),psa,psa_7,2026-01-26,571
Charizard Topsun (Blue Back),psa,psa_4,2026-01-26,323
Charizard Topsun (Blue Back),psa,psa_2,2026-01-26,450
Charizard Topsun (Blue Back),psa,psa_10,2026-02-25,55
Charizard Topsun (Blue Back),psa,psa_9,2026-02-25,247
Charizard Topsun (Blue Back),psa,psa_7,2026-02-25,574
Charizard Topsun (Blue Back),psa,psa_4,2026-02-25,325
Charizard Topsun (Blue Back),psa,psa_2,2026-02-25,453
Charizard Topsun (Blue Back),psa,psa_10,2026-03-27,55
Charizard Topsun (Blue Back),psa,psa_9,2026-03-27,249
Charizard Topsun (Blue Back),psa,psa_7,2026-03-27,577
Charizard Topsun (Blue Back),psa,psa_4,2026-03-27,327
Charizard Topsun (Blue Back),psa,psa_2,2026-03-27,456
Charizard Topsun (Blue Back),psa,psa_10,2026-04-26,56
Charizard Topsun (Blue Back),psa,psa_9,2026-04-26,250
Charizard Topsun (Blue Back),psa,psa_7,2026-04-26,581
Charizard Topsun (Blue Back),psa,psa_4,2026-04-26,329
Charizard Topsun (Blue Back),psa,psa_2,2026-04-26,458
Charizard Topsun (Blue Back),psa,psa_10,2026-05-26,56
Charizard Topsun (Blue Back),psa,psa_9,2026-05-26,252
Charizard Topsun (Blue Back),psa,psa_7,2026-05-26,584
Charizard Topsun (Blue Back),psa,psa_4,2026-05-26,331
Charizard Topsun (Blue Back),psa,psa_2,2026-05-26,461
Charizard Topsun (Blue Back),psa,psa_10,2026-06-25,56
Charizard Topsun (Blue Back),psa,psa_9,2026-06-25,253
Charizard Topsun (Blue Back),psa,psa_7,2026-06-25,588
Charizard Topsun (Blue Back),psa,psa_4,2026-06-25,333
Charizard Topsun (Blue Back),psa,psa_2,2026-06-25,464
Charizard Topsun (Blue Back),psa,psa_10,2026-07-25,63
Charizard Topsun (Blue Back),psa,psa_9,2026-07-25,284
Charizard Topsun (Blue Back),psa,psa_7,2026-07-25,658
Charizard Topsun (Blue Back),psa,psa_4,2026-07-25,373
Charizard Topsun (Blue Back),psa,psa_2,2026-07-25,520
Pikachu JR East Rally Promo,psa,psa_10,2025-05-31,45
Pikachu JR East Rally Promo,psa,psa_9,2025-05-31,253
Pikachu JR East Rally Promo,psa,psa_7,2025-05-31,438
Pikachu JR East Rally Promo,psa,psa_4,2025-05-31,367
Pikachu JR East Rally Promo,psa,psa_2,2025-05-31,361
Pikachu JR East Rally Promo,psa,psa_10,2025-06-30,45
Pikachu JR East Rally Promo,psa,psa_9,2025-06-30,255
Pikachu JR East Rally Promo,psa,psa_7,2025-06-30,440
Pikachu JR East Rally Promo,psa,psa_4,2025-06-30,369
Pikachu JR East Rally Promo,psa,psa_2,2025-06-30,363
Pikachu JR East Rally Promo,psa,psa_10,2025-07-30,46
Pikachu JR East Rally Promo,psa,psa_9,2025-07-30,256
Pikachu JR East Rally Promo,psa,psa_7,2025-07-30,442
Pikachu JR East Rally Promo,psa,psa_4,2025-07-30,371
Pikachu JR East Rally Promo,psa,psa_2,2025-07-30,365
Pikachu JR East Rally Promo,psa,psa_10,2025-08-29,46
Pikachu JR East Rally Promo,psa,psa_9,2025-08-29,257
Pikachu JR East Rally Promo,psa,psa_7,2025-08-29,445
Pikachu JR East Rally Promo,psa,psa_4,2025-08-29,373
Pikachu JR East Rally Promo,psa,psa_2,2025-08-29,367
Pikachu JR East Rally Promo,psa,psa_10,2025-09-28,46
Pikachu JR East Rally Promo,psa,psa_9,2025-09-28,258
Pikachu JR East Rally Promo,psa,psa_7,2025-09-28,447
Pikachu JR East Rally Promo,psa,psa_4,2025-09-28,375
Pikachu JR East Rally Promo,psa,psa_2,2025-09-28,368
Pikachu JR East Rally Promo,psa,psa_10,2025-10-28,46
Pikachu JR East Rally Promo,psa,psa_9,2025-10-28,260
Pikachu JR East Rally Promo,psa,psa_7,2025-10-28,449
Pikachu JR East Rally Promo,psa,psa_4,2025-10-28,377
Pikachu JR East Rally Promo,psa,psa_2,2025-10-28,370
Pikachu JR East Rally Promo,psa,psa_10,2025-11-27,47
Pikachu JR East Rally Promo,psa,psa_9,2025-11-27,261
Pikachu JR East Rally Promo,psa,psa_7,2025-11-27,451
Pikachu JR East Rally Promo,psa,psa_4,2025-11-27,378
Pikachu JR East Rally Promo,psa,psa_2,2025-11-27,372
Pikachu JR East Rally Promo,psa,psa_10,2025-12-27,47
Pikachu JR East Rally Promo,psa,psa_9,2025-12-27,262
Pikachu JR East Rally Promo,psa,psa_7,2025-12-27,454
Pikachu JR East Rally Promo,psa,psa_4,2025-12-27,380
Pikachu JR East Rally Promo,psa,psa_2,2025-12-27,374
Pikachu JR East Rally Promo,psa,psa_10,2026-01-26,47
Pikachu JR East Rally Promo,psa,psa_9,2026-01-26,264
Pikachu JR East Rally Promo,psa,psa_7,2026-01-26,456
Pikachu JR East Rally Promo,psa,psa_4,2026-01-26,382
Pikachu JR East Rally Promo,psa,psa_2,2026-01-26,376
Pikachu JR East Rally Promo,psa,psa_10,2026-02-25,47
Pikachu JR East Rally Promo,psa,psa_9,2026-02-25,265
Pikachu JR East Rally Promo,psa,psa_7,2026-02-25,458
Pikachu JR East Rally Promo,psa,psa_4,2026-02-25,384
Pikachu JR East Rally Promo,psa,psa_2,2026-02-25,378
Pikachu JR East Rally Promo,psa,psa_10,2026-03-27,48
Pikachu JR East Rally Promo,psa,psa_9,2026-03-27,266
Pikachu JR East Rally Promo,psa,psa_7,2026-03-27,460
Pikachu JR East Rally Promo,psa,psa_4,2026-03-27,386
Pikachu JR East Rally Promo,psa,psa_2,2026-03-27,380
Pikachu JR East Rally Promo,psa,psa_10,2026-04-26,48
Pikachu JR East Rally Promo,psa,psa_9,2026-04-26,268
Pikachu JR East Rally Promo,psa,psa_7,2026-04-26,463
Pikachu JR East Rally Promo,psa,psa_4,2026-04-26,388
Pikachu JR East Rally Promo,psa,psa_2,2026-04-26,382
Pikachu JR East Rally Promo,psa,psa_10,2026-05-26,48
Pikachu JR East Rally Promo,psa,psa_9,2026-05-26,269
Pikachu JR East Rally Promo,psa,psa_7,2026-05-26,465
Pikachu JR East Rally Promo,psa,psa_4,2026-05-26,390
Pikachu JR East Rally Promo,psa,psa_2,2026-05-26,383
Pikachu JR East Rally Promo,psa,psa_10,2026-06-25,48
Pikachu JR East Rally Promo,psa,psa_9,2026-06-25,270
Pikachu JR East Rally Promo,psa,psa_7,2026-06-25,467
Pikachu JR East Rally Promo,psa,psa_4,2026-06-25,392
Pikachu JR East Rally Promo,psa,psa_2,2026-06-25,385
Pikachu JR East Rally Promo,psa,psa_10,2026-07-25,48
Pikachu JR East Rally Promo,psa,psa_9,2026-07-25,272
Pikachu JR East Rally Promo,psa,psa_7,2026-07-25,470
Pikachu JR East Rally Promo,psa,psa_4,2026-07-25,394
Pikachu JR East Rally Promo,psa,psa_2,2026-07-25,387
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-05-31,53
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-05-31,238
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-05-31,435
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-05-31,358
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-05-31,426
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-06-30,53
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-06-30,240
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-06-30,439
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-06-30,361
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-06-30,430
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-07-30,54
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-07-30,242
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-07-30,442
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-07-30,364
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-07-30,433
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-08-29,54
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-08-29,244
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-08-29,446
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-08-29,367
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-08-29,437
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-09-28,55
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-09-28,246
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-09-28,449
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-09-28,370
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-09-28,440
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-10-28,55
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-10-28,248
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-10-28,453
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-10-28,373
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-10-28,444
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-11-27,56
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-11-27,250
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-11-27,456
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-11-27,376
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-11-27,447
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2025-12-27,56
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2025-12-27,252
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2025-12-27,460
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2025-12-27,379
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2025-12-27,451
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2026-01-26,57
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2026-01-26,254
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2026-01-26,464
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2026-01-26,382
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2026-01-26,455
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2026-02-25,57
